source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-treatise-remarks-on-aspasio-vindicated,john-wesley,Treatise Remarks On Aspasio Vindicated,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,13,4876,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-112,john-wesley,The Rich Man and Lazarus,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4872,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-catholic-spirit,john-wesley,Catholic Spirit,sermon,jw-early-tracked,GREEN,Various — tracked individually in sources.csv (Jan 2025 batch),,14,4849,False,One of the 12 original sources.csv rows; has a real source_url there.
jw-sermon-089,john-wesley,The More Excellent Way,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,16,4840,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-048,john-wesley,Self-Denial,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,16,4837,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-funeral-hymns-1746,charles-wesley,Funeral Hymns (1746),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,14,4817,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-132,john-wesley,Sermon 132,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,16,4804,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-008,john-wesley,The First Fruits of the Spirit,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,17,4788,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-044,john-wesley,Original Sin,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4787,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-elegy-on-robert-jones-1742,charles-wesley,Elegy on Robert Jones (1742),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,14,4784,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-011,john-wesley,"The Witness of the Spirit, Discourse II",sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,16,4762,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-107,john-wesley,Sermon 107,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4739,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-hymns-for-the-nation-1781,charles-wesley,Hymns for the Nation (1781),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,13,4720,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-043,john-wesley,The Scripture Way of Salvation,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4676,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-hymns-for-1745,charles-wesley,Hymns for 1745,hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,12,4667,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-free-grace,john-wesley,Free Grace,sermon,jw-early-tracked,GREEN,Various — tracked individually in sources.csv (Jan 2025 batch),,16,4652,False,One of the 12 original sources.csv rows; has a real source_url there.
jw-sermon-088,john-wesley,On Dress,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4650,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-nativity-hymns-1745,charles-wesley,Nativity Hymns (1745),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,13,4641,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-017,john-wesley,The Circumcision of the Heart,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,16,4639,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-035,john-wesley,The Law Established Through Faith I,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4638,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-099,john-wesley,Sermon 099,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4638,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-134,john-wesley,Sermon 134,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4624,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-033,john-wesley,Upon Our Lord's Sermon on the Mount XIII,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,17,4611,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-letter-to-mr-fleury,john-wesley,Treatise Letter To Mr Fleury,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,12,4576,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-101,john-wesley,Sermon 101,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4571,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-seasonable-address-to-great-britain,john-wesley,Treatise Seasonable Address To Great Britain,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,13,4548,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-treatise-letter-to-person-joined-with-quakers,john-wesley,Treatise Letter To Person Joined With Quakers,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,12,4532,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-098,john-wesley,On Visiting the Sick,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,16,4507,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-073,john-wesley,Of Hell,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4504,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-049,john-wesley,The Cure of Evil-Speaking,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4484,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-072,john-wesley,Of Evil Angels,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4459,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-thanksgiving-hymns-1759,charles-wesley,Thanksgiving Hymns (1759),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,12,4443,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
cw-duke-hymns-for-the-national-fast-1782,charles-wesley,Hymns for the National Fast (1782),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,12,4416,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-007,john-wesley,The Way to the Kingdom,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4410,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-094,john-wesley,Sermon 094,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4403,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-077,john-wesley,Spiritual Worship,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4400,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-012,john-wesley,The Witness of Our Own Spirit,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4378,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-resurrection-hymns-1746,charles-wesley,Resurrection Hymns (1746),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,12,4378,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-019,john-wesley,The Great Privilege of Those Born of God,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4349,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-002-the-life-of-faith-exemplified-in-the-eleventh-chapter-of-hebrews,charles-wesley,002 The Life Of Faith Exemplified In The Eleventh Chapter Of Hebrews,hymn,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,3,4328,True,URL hardcoded in scripts/extract_cw_sermons.py.
jw-treatise-calm-address-to-american-colonies,john-wesley,Treatise Calm Address To American Colonies,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,12,4324,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-131,john-wesley,Sermon 131,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4318,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-070,john-wesley,The Case of Reason Impartially Considered,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4295,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-096,john-wesley,Sermon 096,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4285,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-duke-hymns-for-the-year-1756,charles-wesley,Hymns for the Year 1756,hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,12,4280,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
cw-duke-elegy-on-whitefield-1771,charles-wesley,Elegy on Whitefield (1771),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,12,4263,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-062,john-wesley,The End of Christ's Coming,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4261,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-sermon-x,charles-wesley,CW Sermon X: Exodus 20:8,sermon,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,17,4229,True,URL hardcoded in scripts/extract_cw_sermons.py.
jw-sermon-059,john-wesley,God's Love to Fallen Man,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,15,4228,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-057,john-wesley,On the Fall of Man,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,4212,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-dialogue-antinomian-and-friend,john-wesley,Treatise Dialogue Antinomian And Friend,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,11,4200,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-092,john-wesley,On Zeal,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4193,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-001,john-wesley,Salvation by Faith,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4169,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-sermon-i,charles-wesley,CW Sermon I: Proverbs 11:30,sermon,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,17,4086,True,URL hardcoded in scripts/extract_cw_sermons.py.
jw-sermon-032,john-wesley,Upon Our Lord's Sermon on the Mount XII,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4071,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-082,john-wesley,On Temptation,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,4067,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-075,john-wesley,On Schism,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4048,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-sermon-xi,charles-wesley,CW Sermon XI: Philippians 3:13-14,sermon,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,17,4043,True,URL hardcoded in scripts/extract_cw_sermons.py.
jw-sermon-054,john-wesley,On Eternity,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,4022,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-character-of-a-methodist,john-wesley,Treatise Character Of A Methodist,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,11,4004,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-treatise-serious-address-to-people-of-england,john-wesley,Treatise Serious Address To People Of England,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,11,3992,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-066,john-wesley,The Signs of the Times,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,3981,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-102,john-wesley,Sermon 102,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,3980,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-122,john-wesley,Sermon 122,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3972,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-041,john-wesley,Wandering Thoughts,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3904,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-116,john-wesley,Sermon 116,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,3893,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-036,john-wesley,The Law Established Through Faith II,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3889,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-074,john-wesley,Of the Church,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3884,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-078,john-wesley,Spiritual Idolatry,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3816,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-105,john-wesley,Sermon 105,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3810,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-071,john-wesley,Of Good Angels,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3794,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-097,john-wesley,Sermon 097,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3781,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-093,john-wesley,On Redeeming the Time,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3720,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-sermon-ii,charles-wesley,CW Sermon II: Psalm 91:11,sermon,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,12,3718,True,URL hardcoded in scripts/extract_cw_sermons.py.
jw-sermon-140,john-wesley,Sermon 140,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3713,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-114,john-wesley,Sermon 114,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3711,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-130,john-wesley,Sermon 130,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3680,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-second-letter-to-dr-free,john-wesley,Treatise Second Letter To Dr Free,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,10,3644,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-083,john-wesley,On Patience,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,3629,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-031,john-wesley,Upon Our Lord's Sermon on the Mount XI,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3622,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-sermon-xii,charles-wesley,CW Sermon XII: 1 Kings 18:21,sermon,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,17,3601,True,URL hardcoded in scripts/extract_cw_sermons.py.
jw-sermon-126,john-wesley,Sermon 126,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3589,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-108,john-wesley,Sermon 108,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3587,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-113,john-wesley,Sermon 113,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3582,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
